TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
386.68,1,27,438,321,18,1,46,0,128,1,6863.06,2,0,1,3,5.733333333333333e-10,0
167.14,1,10,225,78,48,2,76,2,20,1,3877.73,1,0,1,3,2.1000000000000002e-10,0
345.22,1,14,211,192,24,1,69,2,253,1,4046.58,2,0,1,3,4.425e-10,0
74.85,1,33,509,268,90,0,72,2,117,1,2409.73,0,0,1,3,5.936111111111111e-10,0
671.73,1,42,621,40,70,1,58,1,54,1,5211.88,3,0,1,3,4.438888888888889e-10,0
255.04,1,39,201,590,83,0,45,1,152,1,6217.86,2,0,1,3,5.305555555555555e-10,0
45.77,1,30,468,554,65,2,25,3,109,1,5978.12,0,0,1,3,4.611111111111111e-11,0
329.69,0,35,270,131,87,2,26,3,66,1,1671.66,2,0,1,3,-4.055555555555556e-11,0
362.04,0,30,143,459,58,1,58,0,198,2,8421.88,2,0,1,3,3.1083333333333335e-10,0
11.92,1,36,658,271,62,1,53,0,52,1,14611.9,0,0,1,3,4.447222222222222e-10,0
47.42,1,36,243,425,11,0,64,0,28,1,8253.52,0,0,1,3,6.297222222222222e-10,0
35.99,1,24,262,187,22,1,63,2,129,1,4489.79,0,0,1,3,-1.1944444444444445e-11,0
151.19,0,27,638,348,60,1,37,0,96,1,11903.82,1,0,1,3,1.4666666666666665e-10,0
242.62,0,37,320,108,93,2,22,3,234,1,483.02,2,0,1,3,3.3861111111111115e-10,0
48.72,1,41,550,168,62,1,21,3,17,1,816.08,0,0,1,3,4.952777777777777e-10,0
43.46,1,4,256,326,19,0,25,3,80,1,578.06,0,0,1,3,2.9888888888888887e-10,0
1036.21,1,29,127,579,66,2,25,3,126,1,477.3,3,0,1,3,2.725e-10,0
443.79,1,19,392,292,98,0,53,2,87,1,3133.85,3,0,1,3,4.472222222222222e-10,0
365.14,1,9,620,220,1,2,68,2,57,1,5894.09,2,0,1,3,6.227777777777778e-10,0
757.41,1,20,368,78,47,0,22,3,37,1,9532.42,3,0,1,3,1.8388888888888888e-10,0
20.54,1,13,336,215,54,1,51,1,72,1,5327.03,0,0,1,3,4.144444444444445e-10,0
475.36,1,31,523,89,17,0,34,1,105,1,2000.6,3,0,1,3,5.033333333333334e-10,0
34.74,1,37,309,548,71,0,56,2,24,1,6827.57,0,0,1,3,2.488888888888889e-10,0
689.54,1,28,380,565,37,1,27,3,93,1,1633.76,3,0,1,3,8.583333333333332e-11,0
211.18,1,42,413,498,58,0,73,2,90,1,4069.17,2,0,1,3,4.466666666666667e-10,0
211.36,0,13,680,494,40,1,51,1,286,1,7943.47,2,0,1,3,5.344444444444445e-10,0
744.41,0,15,113,371,94,2,39,1,107,1,8842.47,3,0,1,3,3.041666666666667e-10,0
61.43,1,31,83,111,34,2,24,3,170,1,1882.77,0,0,1,3,3.030555555555556e-10,0
167.44,1,23,467,198,86,1,37,0,82,1,12526.71,1,0,1,3,4.255555555555555e-10,0
361.46,1,26,165,216,92,2,21,3,83,1,4737.84,2,0,1,3,1.125e-10,0
378.85,1,41,42,271,88,1,78,2,126,1,2300.53,2,0,1,3,2.647222222222222e-10,0
241.11,1,8,428,281,62,1,30,0,55,1,12385.05,2,0,1,3,2.363888888888889e-10,0
131.93,0,13,239,346,48,1,31,1,13,1,4547.06,1,0,1,3,4.666666666666667e-10,0
20.28,1,28,568,148,46,2,36,1,213,1,2047.83,0,0,1,3,3.0777777777777777e-10,0
415.88,1,36,144,150,4,1,70,0,170,1,10008.33,3,0,1,3,1.8833333333333333e-10,0
49.99,1,29,648,155,61,0,62,2,139,1,2299.64,0,0,1,3,4.25e-11,0
1221.65,1,10,96,550,90,2,27,3,153,1,243.92,3,0,1,3,4.3722222222222225e-10,0
100.66,1,9,494,557,23,1,50,0,144,1,14473.33,1,0,1,3,2.1944444444444443e-10,0
485.54,1,21,331,72,79,2,19,3,148,1,1533.32,3,0,1,3,5.752777777777778e-10,0
321.15,1,20,149,302,36,1,46,0,179,1,7005.05,2,0,1,3,7.250000000000001e-11,0
711.3,1,38,564,27,75,1,21,3,51,1,955.4,3,0,1,3,2.7777777777777777e-10,0
12.23,1,15,173,368,64,0,42,1,139,1,7844.88,0,0,1,3,5.141666666666667e-10,0
350.94,1,7,152,8,12,0,20,3,64,1,221.56,2,0,1,3,5.013888888888889e-10,0
301.85,1,8,418,467,61,2,54,1,25,1,6586.19,2,0,1,3,1.3944444444444445e-10,0
29.34,1,21,28,421,86,2,65,2,30,1,3944.82,0,0,1,3,4.5833333333333337e-11,0
231.71,1,33,304,373,59,1,27,3,148,1,1127.98,2,0,1,3,1.9805555555555555e-10,0
179.43,1,28,406,257,3,0,58,2,244,1,2626.63,1,0,1,3,3.547222222222222e-10,0
36.71,1,17,651,198,94,1,48,0,55,1,6459.38,0,0,1,3,-3.6111111111111114e-11,0
138.12,0,20,178,436,66,1,53,0,281,1,1649.69,1,0,1,3,1.0777777777777777e-10,0
233.24,1,21,339,437,69,0,33,1,72,1,6939.23,2,0,1,3,1.775e-10,0
609.14,1,40,218,304,85,0,39,1,177,1,9033.87,3,0,1,3,5.313888888888889e-10,0
436.64,1,20,663,413,32,1,31,0,111,1,14365.18,3,0,1,3,6.525e-10,0
870.43,1,20,412,229,36,1,29,0,55,1,10115.18,3,0,1,3,2.5333333333333334e-10,0
354.4,1,6,401,559,45,0,74,2,128,1,7358.65,2,0,1,3,5.249999999999999e-10,0
22.63,1,18,471,193,51,2,53,1,112,1,4438.03,0,0,1,3,2.027777777777778e-11,0
182.19,1,23,99,164,6,1,26,3,53,1,1176.1,1,0,1,3,3.1194444444444447e-10,0
126.81,1,30,673,473,35,1,26,1,290,1,5427.98,1,0,1,3,4.713888888888889e-10,0
288.17,1,41,384,121,11,2,37,1,50,1,3653.11,2,0,1,3,4.044444444444444e-10,0
118.77,1,1,300,17,65,1,55,1,123,1,2104.82,1,0,1,3,4.469444444444444e-10,0
651.82,1,16,272,105,93,0,21,3,166,1,1802.77,3,0,1,3,1.8472222222222221e-10,0
66.65,1,11,383,70,99,0,37,1,33,1,3559.96,0,0,1,3,4.705555555555555e-10,0
98.53,1,10,664,62,84,1,69,2,166,1,3564.8,1,0,1,3,-5.472222222222222e-11,0
138.95,1,42,655,15,89,2,71,2,30,1,6752.92,1,0,1,3,2.436111111111111e-10,0
33.89,1,26,571,110,78,1,26,3,177,1,1444.75,0,0,1,3,5.055555555555555e-10,0
23.71,1,1,276,298,4,1,58,0,164,1,10788.89,0,0,1,3,4.3583333333333333e-10,0
1830.0,1,35,421,492,81,2,55,1,238,1,2235.7,3,0,1,3,2.5555555555555557e-11,0
26.06,1,36,669,112,95,0,65,0,283,1,12893.63,0,0,1,3,5.836111111111111e-10,0
17.07,1,20,579,442,22,1,27,1,44,1,2798.15,0,0,1,3,1.3666666666666666e-10,0
703.89,1,35,457,443,73,2,46,1,62,1,3583.67,3,0,1,3,4.916666666666666e-10,0
1271.9,1,15,302,329,72,0,47,1,155,1,2120.8,3,0,1,3,3.927777777777778e-10,0
26.55,1,15,110,569,98,0,77,2,228,1,3085.38,0,0,1,3,4.766666666666667e-10,0
147.4,1,38,275,571,66,1,42,1,259,1,6797.71,1,0,1,3,2.8027777777777776e-10,0
202.11,1,22,71,480,4,0,27,3,18,1,746.47,1,0,1,3,1.088888888888889e-10,0
308.42,1,26,268,521,76,1,75,2,39,1,5427.81,2,0,1,3,2.1944444444444443e-10,0
11.18,1,24,591,226,34,0,53,1,144,1,7467.3,0,0,1,3,3.527777777777778e-11,0
294.15,1,14,487,42,19,2,38,1,136,1,6362.16,2,0,1,3,4.25e-11,0
29.58,1,7,224,221,65,1,54,1,121,1,8345.26,0,0,1,3,4.955555555555555e-10,0
139.45,1,4,137,525,3,2,27,3,31,1,1305.76,1,0,1,3,2.8944444444444444e-10,0
432.63,1,7,453,57,23,0,29,0,137,1,13648.36,3,0,1,3,2.702777777777778e-10,0
131.43,1,5,376,525,52,2,43,0,65,1,1337.5,1,0,1,3,-3.888888888888889e-11,0
516.72,1,23,472,287,24,0,42,1,128,1,2015.69,3,0,1,3,4.425e-10,0
121.82,1,7,93,246,93,2,69,0,123,3,8354.54,1,0,1,3,4.027777777777777e-11,0
374.5,0,37,44,566,1,1,26,3,178,1,1671.51,2,0,1,3,3.3805555555555556e-10,0
166.13,1,29,457,381,12,0,68,0,227,1,11822.53,1,0,1,3,3.6999999999999996e-10,0
626.9,1,6,666,476,16,0,23,3,146,1,587.11,3,0,1,3,4.4444444444444443e-10,0
466.85,1,2,15,98,6,1,56,2,165,1,5422.53,3,0,1,3,3.091666666666667e-10,0
788.84,1,31,387,417,54,2,58,2,231,1,1913.73,3,0,1,3,1.9444444444444444e-10,0
873.65,0,28,399,340,49,2,37,0,59,1,12139.83,3,0,1,3,9.916666666666666e-11,0
525.28,1,7,547,513,10,0,69,2,134,1,4693.6,3,0,1,3,1.2194444444444445e-10,0
110.17,1,33,45,162,53,0,30,1,137,1,464.2,1,0,1,3,3.7027777777777776e-10,0
632.69,1,10,440,335,46,0,80,2,76,1,4363.74,3,0,1,3,4.2472222222222224e-10,0
124.35,1,28,81,449,14,0,72,2,90,1,3319.76,1,0,1,3,5.675000000000001e-10,0
43.85,1,14,90,60,12,0,62,2,122,1,4356.98,0,0,1,3,1.2361111111111112e-10,0
283.81,1,36,352,497,45,1,28,3,29,1,1519.35,2,0,1,3,6.111111111111111e-11,0
168.53,1,37,584,165,99,0,71,2,112,1,5962.58,1,0,1,3,2.0916666666666667e-10,0
218.59,0,10,3,516,87,1,40,1,123,1,6699.23,2,0,1,3,6.130555555555555e-10,0
132.84,1,28,238,132,59,0,21,3,143,1,822.73,1,0,1,3,3.9083333333333333e-10,0
157.37,0,9,0,504,13,1,42,0,289,1,13964.31,1,0,1,3,5.330555555555556e-10,0
144.77,1,0,189,472,6,2,20,3,159,1,867.32,1,0,1,3,2.872222222222222e-10,0
643.22,1,1,242,223,72,0,64,0,93,1,1035.86,3,0,1,3,2.0166666666666667e-10,0
1392.54,1,12,111,494,12,1,41,0,297,1,13347.69,3,0,1,3,5.633333333333334e-10,1
208.07,1,28,83,165,99,2,32,0,36,1,8478.9,1,0,1,3,2.636111111111111e-10,0
94.3,1,31,431,292,41,1,57,0,57,1,11088.95,1,0,1,3,6.552777777777778e-10,0
295.5,1,23,430,103,94,0,59,2,36,1,6280.66,2,0,1,3,6.072222222222222e-10,0
30.23,1,2,391,95,48,0,44,0,99,1,481.13,0,0,1,3,4.908333333333333e-10,0
112.05,0,31,153,59,77,0,26,3,159,1,1122.88,1,0,1,3,5.297222222222222e-10,0
180.24,1,31,104,208,97,1,58,1,144,1,8431.23,1,0,1,3,2.9083333333333336e-10,0
13.71,0,10,467,258,83,2,38,1,148,1,8342.79,0,0,1,3,1.95e-10,0
96.54,1,27,372,508,19,1,58,2,95,1,7182.22,1,0,1,3,7.277777777777778e-11,0
79.35,1,20,269,179,50,2,67,2,70,1,1692.15,0,0,1,3,2.1527777777777778e-10,0
101.04,1,35,19,121,66,0,27,3,160,1,1695.57,1,0,1,3,3.486111111111111e-10,0
74.42,1,12,265,522,2,2,49,1,68,1,6264.21,0,0,1,3,5.358333333333334e-10,0
39.66,1,41,660,301,44,1,52,1,169,1,8497.34,0,0,1,3,2.347222222222222e-10,0
99.36,1,39,18,575,3,0,40,0,46,1,1272.12,1,0,1,3,1.8777777777777777e-10,0
123.85,1,19,266,18,46,2,56,1,244,1,3959.62,1,0,1,3,4.377777777777778e-10,0
426.93,1,29,127,386,53,0,19,3,248,1,476.19,3,0,1,3,6.358333333333334e-10,0
133.73,0,38,644,551,0,2,25,3,123,1,1872.22,1,0,1,3,1.9805555555555555e-10,0
222.39,1,41,7,234,87,2,49,1,73,1,3117.39,2,0,1,3,3.611111111111111e-10,0
215.94,0,41,36,464,20,2,22,3,140,1,1841.69,2,0,1,3,2.097222222222222e-10,0
6.3,1,8,522,330,16,1,80,2,283,5,7697.68,0,0,1,3,5.680555555555555e-10,1
826.23,1,7,55,152,41,0,29,0,209,1,7580.59,3,0,1,3,2.577777777777778e-10,0
416.37,1,8,666,291,14,2,35,1,67,1,7936.91,3,0,1,3,4.905555555555556e-10,0
131.46,1,5,279,131,5,1,67,2,258,1,6642.33,1,0,1,3,1.5777777777777777e-10,0
202.86,0,22,572,577,87,1,61,0,149,1,7642.25,1,0,1,3,2.177777777777778e-10,0
268.39,1,24,14,501,16,0,26,3,171,1,136.74,2,0,1,3,3.241666666666667e-10,0
194.85,1,17,583,140,95,2,23,3,130,4,319.84,1,0,1,3,4.4916666666666667e-10,0
137.35,0,34,50,409,27,2,40,0,220,1,12662.66,1,0,1,3,1.0222222222222223e-10,0
712.75,1,30,556,472,73,1,44,0,25,1,8126.06,3,0,1,3,2.1083333333333333e-10,0
353.82,1,25,42,515,34,0,42,0,143,1,705.75,2,0,1,3,1.8388888888888888e-10,0
507.25,1,42,652,38,62,1,73,2,143,1,5331.57,3,0,1,3,4.922222222222222e-10,0
212.74,1,39,108,359,49,1,27,1,128,1,7645.47,2,0,1,3,6.413888888888888e-10,0
364.42,1,7,453,71,77,0,51,1,146,1,8119.73,2,0,1,3,4.819444444444445e-10,0
195.12,1,21,585,294,42,0,46,0,144,1,6101.15,1,0,1,3,3.0777777777777777e-10,0
230.61,1,33,82,588,75,1,80,2,204,1,2561.42,2,0,1,3,4.0111111111111114e-10,0
739.28,0,40,559,299,25,1,58,0,47,1,11905.64,3,0,1,3,2.3333333333333335e-10,0
390.35,0,29,266,12,18,0,64,0,61,1,7095.88,2,0,1,3,4.469444444444444e-10,0
242.03,1,9,587,357,13,2,58,1,124,1,4382.73,2,0,1,3,1.2416666666666668e-10,0
242.39,0,35,436,373,7,0,18,3,271,1,1328.73,2,0,1,3,6.022222222222221e-10,0
135.03,1,37,28,520,96,0,23,3,180,1,1278.0,1,0,1,3,7.472222222222222e-11,0
83.5,1,9,431,401,99,1,61,2,91,5,1749.79,1,0,1,3,2.308333333333333e-10,0
193.54,1,28,148,285,87,1,80,2,267,1,2929.51,1,0,1,3,5.280555555555556e-10,0
617.36,1,18,135,428,34,1,29,1,61,1,8926.38,3,0,1,3,5.652777777777778e-10,0
775.23,0,0,214,39,35,2,59,0,38,1,5977.59,3,0,1,3,3.9055555555555553e-10,0
266.57,1,12,217,569,30,0,72,2,100,1,7676.92,2,0,1,3,4.586111111111111e-10,0
153.4,1,23,581,188,56,0,45,1,144,1,4657.7,1,0,1,3,1.4277777777777777e-10,0
946.94,1,5,18,389,17,1,53,2,251,1,5579.11,3,0,1,3,6.458333333333334e-10,0
5.12,1,27,640,252,1,1,34,1,90,1,3293.01,0,0,1,3,4.672222222222222e-10,0
119.11,1,11,77,300,69,0,57,1,131,1,7998.25,1,0,1,3,2.7916666666666663e-10,0
1096.7,1,7,228,201,4,2,24,3,147,1,1093.89,3,0,1,3,7.777777777777778e-11,0
119.72,1,40,430,135,10,1,30,1,123,1,3435.34,1,0,1,3,-4.166666666666666e-12,0
107.4,1,41,263,131,78,2,58,0,32,1,344.07,1,0,1,3,2.933333333333333e-10,0
115.92,1,33,371,315,32,0,53,2,57,1,3897.17,1,0,1,3,-1e-11,0
438.04,1,30,674,539,24,0,67,2,247,1,5358.95,3,0,1,3,4.355555555555556e-10,0
677.29,1,15,15,447,14,2,27,1,287,1,627.79,3,0,1,3,2.0666666666666668e-10,0
296.0,1,19,603,395,84,1,35,0,248,1,7418.82,2,0,1,3,2.336111111111111e-10,0
299.09,0,4,523,43,33,1,36,1,84,1,5615.26,2,0,1,3,-8.333333333333333e-13,0
461.52,0,10,650,477,67,1,24,3,44,1,1995.18,3,0,1,3,2.013888888888889e-10,0
100.52,1,19,138,43,37,0,50,1,110,1,453.39,1,0,1,3,-3.0833333333333337e-11,0
85.35,1,42,497,10,73,0,66,2,166,1,2173.76,1,0,1,3,3.433333333333333e-10,0
79.76,1,33,260,164,54,1,39,1,170,1,6452.14,0,0,1,3,1e-11,0
778.49,0,29,100,184,53,2,75,2,107,1,7713.67,3,0,1,3,2.8944444444444444e-10,0
386.38,1,31,446,311,57,2,42,1,135,1,5528.36,2,0,1,3,-1.7499999999999998e-11,0
165.25,1,34,122,513,24,2,35,0,106,1,9939.94,1,0,1,3,5.347222222222223e-10,0
14.29,1,20,306,567,69,0,34,1,150,1,7016.99,0,0,1,3,7.361111111111111e-11,0
232.79,0,16,157,482,18,1,55,2,145,1,2661.3,2,0,1,3,4.0583333333333333e-10,0
1237.56,0,2,76,356,59,1,60,1,159,1,9410.17,3,0,1,3,5.094444444444444e-10,0
92.29,1,0,257,329,14,1,54,1,115,1,2026.32,1,0,1,3,1.6666666666666666e-12,0
293.97,1,31,429,470,46,1,68,2,153,1,7371.85,2,0,1,3,5.55e-10,0
136.32,1,24,531,348,59,2,19,3,113,1,264.83,1,0,1,3,4.819444444444445e-10,0
251.06,1,7,575,283,2,2,36,0,34,1,10001.66,2,0,1,3,5.858333333333333e-10,0
50.17,0,34,532,372,38,0,77,2,35,1,7752.14,0,0,1,3,4.1055555555555557e-10,0
21.4,1,14,520,290,26,1,34,1,258,1,9594.11,0,0,1,3,5.994444444444444e-10,0
73.28,1,4,135,320,95,1,21,3,21,1,1329.41,0,0,1,3,6e-11,0
70.23,1,22,284,129,65,0,38,0,260,1,11624.93,0,0,1,3,4.6333333333333334e-10,0
689.29,1,12,278,197,33,0,22,3,100,1,168.84,3,0,1,3,-1.1666666666666667e-11,0
745.03,1,13,30,389,74,2,28,3,231,1,160.57,3,0,1,3,3.477777777777778e-10,0
54.61,1,25,78,415,42,0,58,1,160,1,7135.64,0,0,1,3,6.25e-10,0
54.05,1,21,358,200,7,1,27,3,146,1,469.14,0,0,1,3,1.2666666666666667e-10,0
107.47,1,2,588,480,36,2,67,2,144,1,7517.5,1,0,1,3,9.611111111111111e-11,0
611.11,1,11,209,116,44,0,20,3,282,4,919.84,3,0,1,3,4.708333333333333e-10,0
219.63,1,5,214,129,1,0,48,0,44,1,8013.63,2,0,1,3,5.736111111111111e-10,0
188.7,1,27,484,466,98,1,54,2,123,1,5077.06,1,0,1,3,1.3888888888888888e-11,0
93.52,1,30,415,265,10,2,51,1,97,1,2791.2,1,0,1,3,3.919444444444444e-10,0
275.92,0,26,304,38,41,1,62,2,107,1,1777.38,2,0,1,3,4.680555555555556e-10,0
376.79,1,25,236,121,38,1,68,2,265,1,7749.14,2,0,1,3,1.5277777777777778e-11,0
8.98,1,11,223,253,62,2,66,2,56,1,4516.76,0,0,1,3,3.5333333333333335e-10,0
697.32,1,1,269,190,79,2,68,2,91,1,2016.02,3,0,1,3,1.5777777777777777e-10,0
17.45,1,29,610,380,58,0,18,3,88,1,1959.52,0,0,1,3,4.2416666666666665e-10,0
302.16,1,18,121,552,13,2,80,2,138,5,3876.61,2,0,1,3,5.291666666666666e-10,1
442.74,1,36,546,117,18,1,23,3,136,1,1790.27,3,0,1,3,4.877777777777778e-10,0
623.9,1,38,158,320,4,0,27,3,249,1,711.47,3,0,1,3,3.422222222222222e-10,0
445.41,1,14,38,244,14,0,35,0,235,3,12154.66,3,0,1,3,5.788888888888889e-10,0
63.41,1,13,114,117,34,0,26,3,36,1,1546.22,0,0,1,3,6.072222222222222e-10,0
346.85,1,18,126,82,24,0,44,0,88,1,7208.15,2,0,1,3,5.138888888888889e-10,0
71.95,0,29,395,188,99,2,59,1,53,1,9267.32,0,0,1,3,7.75e-11,0
7.5,1,9,177,311,53,2,63,2,36,1,6485.78,0,0,1,3,4.722222222222223e-12,0
206.46,1,41,600,31,12,0,65,2,279,1,3984.38,1,0,1,3,6.238888888888889e-10,0
423.11,1,8,111,497,54,0,60,1,47,1,412.78,3,0,1,3,3.038888888888889e-10,0
35.84,0,7,407,405,12,2,54,2,172,1,4795.65,0,0,1,3,9.083333333333333e-11,0
88.6,0,33,388,213,53,1,28,3,105,1,246.57,1,0,1,3,4.4444444444444444e-11,0
1431.3,1,28,546,510,81,0,18,3,168,1,1058.13,3,0,1,3,3.7944444444444444e-10,0
53.81,0,33,643,400,78,0,55,1,37,2,2564.62,0,0,1,3,4.469444444444444e-10,0
22.46,1,27,584,133,86,2,54,2,78,1,6631.5,0,0,1,3,2.261111111111111e-10,0
334.89,1,13,677,392,39,2,21,3,260,1,1661.68,2,0,1,3,3.3083333333333333e-10,0
319.27,0,29,442,342,67,2,54,2,59,1,5504.01,2,0,1,3,3.6583333333333336e-10,0
144.3,1,28,96,578,48,0,18,3,88,1,312.19,1,0,1,3,5.847222222222223e-10,0
348.7,0,14,171,120,66,1,69,2,149,1,2445.58,2,0,1,3,2.136111111111111e-10,0
366.21,1,28,467,330,51,0,62,0,181,1,10862.99,2,0,1,3,-6.249999999999999e-11,0
99.11,1,30,190,428,14,2,55,2,12,1,5414.87,1,0,1,3,1.6611111111111112e-10,0
539.35,1,25,50,346,1,0,55,2,127,1,3919.44,3,0,1,3,1.7027777777777778e-10,0
188.99,1,28,534,301,64,1,58,1,92,1,7315.34,1,0,1,3,2.741666666666667e-10,0
1416.69,1,26,403,357,14,0,46,1,58,1,3740.73,3,0,1,3,-5.7499999999999995e-11,0
710.14,1,12,647,550,58,0,26,3,227,1,465.63,3,0,1,3,3.25e-11,0
308.68,1,25,376,557,63,2,53,0,170,1,9992.36,2,0,1,3,4.8333333333333334e-11,0
166.68,1,23,128,250,7,0,57,2,139,1,5141.19,1,0,1,3,6.722222222222223e-11,0
0.99,1,20,486,248,28,0,45,1,133,1,4317.85,0,0,1,3,4.319444444444444e-10,0
505.19,1,18,640,488,22,0,30,0,128,5,5326.68,3,0,1,3,7.86111111111111e-11,0
66.58,1,33,404,299,39,1,23,3,79,1,1636.32,0,0,1,3,6.036111111111112e-10,0
223.43,1,9,93,293,90,1,77,2,178,1,7932.41,2,0,1,3,1.6666666666666664e-11,0
659.95,1,11,645,581,43,2,60,1,114,1,3927.69,3,0,1,3,4.919444444444444e-10,0
634.86,1,6,149,74,8,0,27,3,45,1,588.5,3,0,1,3,3.8249999999999997e-10,0
286.5,0,4,584,170,96,1,30,1,60,1,8517.95,2,0,1,3,5.1e-10,0
322.96,0,30,267,96,32,1,76,2,168,1,2401.59,2,0,1,3,5.413888888888889e-10,0
654.48,1,8,269,138,46,1,19,3,114,1,6776.41,3,0,1,3,3.352777777777778e-10,0
157.97,1,30,615,564,8,1,48,0,140,1,5529.92,1,0,1,3,2.561111111111111e-10,0
120.9,1,40,190,301,73,1,40,0,52,1,9009.42,1,0,1,3,3.241666666666667e-10,0
254.77,1,10,210,170,30,1,57,1,57,1,5994.87,2,0,1,3,2.2222222222222222e-11,0
795.96,1,33,275,465,13,2,65,2,119,1,5468.58,3,0,1,3,4.769444444444445e-10,0
149.25,1,29,586,387,66,0,39,1,142,1,5677.52,1,0,1,3,1.6388888888888887e-10,0
3.42,0,35,468,149,91,2,43,0,158,1,14180.21,0,0,1,3,4.591666666666667e-10,0
68.19,0,14,572,93,25,2,40,0,189,1,9895.1,0,0,1,3,1.1944444444444444e-10,0
493.42,1,3,458,380,38,1,39,1,111,1,2232.84,3,0,1,3,2.458333333333333e-10,0
37.57,1,12,407,219,47,0,57,2,42,1,7739.54,0,0,1,3,1.6555555555555556e-10,0
127.0,0,26,23,153,14,1,19,3,68,5,431.16,1,0,1,3,4.1888888888888887e-10,0
96.89,1,34,286,99,4,0,59,2,53,1,6044.93,1,0,1,3,6.999999999999999e-11,0
448.33,1,1,437,118,30,0,25,3,161,1,922.19,3,0,1,3,1.6166666666666668e-10,0
1116.48,1,36,613,192,56,0,51,1,55,1,447.53,3,0,1,3,4.022222222222222e-10,0
8.65,1,19,299,301,36,2,48,0,273,1,10778.35,0,0,1,3,2.402777777777778e-10,0
65.57,1,24,629,0,38,2,41,1,82,1,7513.79,0,0,1,3,1.811111111111111e-10,0
539.81,1,37,612,456,63,2,46,1,177,1,2051.25,3,0,1,3,5.3055555555555555e-11,0
363.53,1,18,129,93,67,0,63,2,142,1,1038.91,2,0,1,3,-4.055555555555556e-11,0
64.9,0,11,161,438,42,1,51,2,72,1,6854.61,0,0,1,3,1.8611111111111113e-11,0
358.18,1,4,630,9,27,0,18,3,157,1,619.86,2,0,1,3,1.5944444444444445e-10,0
167.2,1,35,1,469,35,1,30,0,84,1,11320.83,1,0,1,3,2.7777777777777777e-11,0
121.91,1,6,257,96,14,1,60,0,133,1,14510.8,1,0,1,3,2.861111111111111e-10,0
137.57,1,21,212,419,66,2,54,1,70,1,5103.67,1,0,1,3,5.766666666666667e-10,0
534.62,1,28,342,229,6,2,55,0,45,1,13793.53,3,0,1,3,6.447222222222221e-10,0
463.92,1,23,516,294,9,2,50,1,199,1,2403.39,3,0,1,3,9.249999999999999e-11,0
320.14,1,25,139,549,20,2,60,2,96,1,3075.97,2,0,1,3,3.527777777777778e-11,0
214.93,1,0,37,367,37,2,28,3,52,1,7835.4,2,0,1,3,2.0333333333333335e-10,0
660.02,1,26,447,525,52,1,20,3,84,1,414.43,3,0,1,3,4.972222222222222e-10,0
345.81,1,33,402,268,98,1,40,1,135,1,6116.8,2,0,1,3,2.2777777777777778e-10,0
143.54,1,30,417,550,95,0,71,2,80,1,6067.62,1,0,1,3,5.038888888888888e-10,0
42.55,1,39,33,420,12,1,53,1,29,1,7341.43,0,0,1,3,1.0333333333333334e-10,0
1063.25,0,29,28,560,69,2,21,3,128,1,1240.71,3,0,1,3,1.1111111111111111e-11,0
541.79,1,23,541,577,97,0,22,3,125,1,1454.08,3,0,1,3,3.2888888888888887e-10,0
40.57,1,8,365,221,95,1,26,3,63,1,1476.91,0,0,1,3,7.611111111111111e-11,0
120.24,1,25,553,450,86,1,18,3,131,2,1943.13,1,0,1,3,4.1166666666666664e-10,0
498.67,1,24,670,565,35,2,28,3,244,1,1719.97,3,0,1,3,6.138888888888889e-10,0
227.22,1,12,338,287,73,0,53,0,220,1,832.82,2,0,1,3,7.38888888888889e-11,0
1182.86,1,40,653,586,49,2,30,1,34,1,7696.16,3,0,1,3,6.133333333333333e-10,0
56.94,0,5,525,509,42,2,76,2,74,1,7004.63,0,0,1,3,6.361111111111112e-10,0
629.82,1,7,193,210,55,0,68,2,159,1,6385.69,3,0,1,3,2.6861111111111113e-10,0
59.44,1,6,463,496,1,2,35,1,176,1,5472.03,0,0,1,3,3.0083333333333333e-10,0
186.69,1,27,529,185,14,1,30,1,54,1,8602.22,1,0,1,3,6.619444444444445e-10,0
230.46,1,23,386,478,2,2,19,3,179,1,162.53,2,0,1,3,1.727777777777778e-10,0
65.09,0,39,419,123,65,2,44,1,159,1,9370.9,0,0,1,3,6.277777777777779e-11,0
457.09,0,26,270,328,32,2,55,1,63,1,8570.82,3,0,1,3,2.2833333333333335e-10,0
552.02,0,6,60,160,47,0,44,1,100,1,522.08,3,0,1,3,5.855555555555555e-10,0
377.12,1,15,310,40,48,0,34,1,61,1,836.67,2,0,1,3,3.3083333333333333e-10,0
204.56,0,36,92,432,12,1,18,3,179,1,364.72,1,0,1,3,4.0722222222222225e-10,0
420.28,1,42,657,31,1,1,35,0,144,1,8557.32,3,0,1,3,2.061111111111111e-10,0
97.09,1,13,160,362,51,0,24,3,202,4,1579.57,1,0,1,3,1.863888888888889e-10,0
124.59,1,5,36,554,24,1,27,3,171,1,129.29,1,0,1,3,1.8055555555555556e-10,0
73.88,1,5,593,118,14,2,39,0,34,1,6474.41,0,0,1,3,-4.4444444444444444e-11,0
77.43,1,33,388,8,46,2,21,3,169,1,1380.21,0,0,1,3,3.333333333333333e-11,0
106.16,1,31,653,445,97,0,56,0,277,4,7487.79,1,0,1,3,1.5388888888888888e-10,0
